"origin","dest","dist","time"
"36.8555465049713+-81.5360421051981","38.1742629977386+-78.638269787565",339705,12408
"37.551464710745+-76.3713672489747","38.1742629977386+-78.638269787565",246943,9743
"38.3194782386504+-77.4276734508677","38.1742629977386+-78.638269787565",127731,7156
"38.287749503245+-77.4212830013168","38.1742629977386+-78.638269787565",125136,6948
"38.4438592991311+-77.5824850154222","38.1742629977386+-78.638269787565",128193,6262
"36.6479066465331+-82.8296491002811","38.1742629977386+-78.638269787565",472906,17352
"37.2178118342953+-77.1379675623716","38.1742629977386+-78.638269787565",202521,8093
"37.2763099847804+-77.2382970970527","38.1742629977386+-78.638269787565",179065,7504
"36.5825790376669+-80.1746734860143","38.1742629977386+-78.638269787565",303426,11860
"37.891634092688+-76.4361046393094","38.1742629977386+-78.638269787565",247756,10550
"37.7012634142057+-76.6712552515111","38.1742629977386+-78.638269787565",222466,9000
"37.6077265680137+-76.5832599240622","38.1742629977386+-78.638269787565",223635,8718
"36.6415221361533+-79.3451907659986","38.1742629977386+-78.638269787565",217182,9194
"36.5820271869954+-79.6271283058694","38.1742629977386+-78.638269787565",240583,10500
"36.5848851688025+-79.4952652265702","38.1742629977386+-78.638269787565",229041,9960
"38.8706438133133+-77.0890424508477","38.1742629977386+-78.638269787565",188730,8602
"38.1451568240947+-79.0952430412709","38.1742629977386+-78.638269787565",63974,3227
"36.7684511981616+-80.925560867632","38.1742629977386+-78.638269787565",317618,11962
"38.7398391165204+-77.4657248241844","38.1742629977386+-78.638269787565",141803,7103
"38.7808807513069+-77.4649152379327","38.1742629977386+-78.638269787565",144696,7354
"36.6903204185757+-79.8867699082895","38.1742629977386+-78.638269787565",243151,10532
"36.6613862639866+-79.8473129201004","38.1742629977386+-78.638269787565",243548,10464
"36.6046319785802+-80.9773754270329","38.1742629977386+-78.638269787565",329416,12546
"37.2012387508148+-77.3562430351906","38.1742629977386+-78.638269787565",184418,7453
"37.5105439516261+-77.4653536978621","38.1742629977386+-78.638269787565",143944,6100
"37.5061324337366+-77.4357620134241","38.1742629977386+-78.638269787565",144418,5968
"37.4915316722305+-77.508764276077","38.1742629977386+-78.638269787565",145997,6044
"37.578662627621+-77.4520853750728","38.1742629977386+-78.638269787565",134219,5602
"37.5634635444234+-77.480558321426","38.1742629977386+-78.638269787565",134505,5484
"37.5617463244308+-77.4740221688153","38.1742629977386+-78.638269787565",134827,5624
"39.1787946093204+-78.1840318146597","38.1742629977386+-78.638269787565",205945,8076
"37.6743040746951+-77.7954096567191","38.1742629977386+-78.638269787565",105416,4581
"38.8466314154941+-77.1031286425962","38.1742629977386+-78.638269787565",198463,8838
"36.632084540584+-82.1325773415481","38.1742629977386+-78.638269787565",399893,14205
"36.5838609758761+-79.4012484473408","38.1742629977386+-78.638269787565",224870,9603
