"origin","dest","dist","time"
"38.7892314518499+-77.2247901504169","38.7698054876636+-77.1227656598998",11523,1048
"38.7837063993848+-77.244645850744","38.7698054876636+-77.1227656598998",12948,1200
"38.8639750504811+-77.143762961995","38.7698054876636+-77.1227656598998",19407,1560
"37.2769931741318+-77.8799714258223","38.7698054876636+-77.1227656598998",217317,8274
"37.4874779099332+-76.3864175035496","38.7698054876636+-77.1227656598998",229228,9466
"37.5360424887128+-77.4392145881034","38.7698054876636+-77.1227656598998",162466,5762
"38.4385725733534+-78.838869051186","38.7698054876636+-77.1227656598998",209733,7328
"37.1315933533644+-76.5884800176876","38.7698054876636+-77.1227656598998",256268,9014
"36.8510086515948+-76.4718624538778","38.7698054876636+-77.1227656598998",297814,10283
"37.5369320463843+-77.4113418957528","38.7698054876636+-77.1227656598998",163084,5963
"37.2920977510643+-79.9655431038557","38.7698054876636+-77.1227656598998",383248,13099
"37.2464153058189+-79.9717990138331","38.7698054876636+-77.1227656598998",390759,13351
"38.342038896383+-77.6641762430265","38.7698054876636+-77.1227656598998",88206,3845
"38.2814817518857+-77.5433284615755","38.7698054876636+-77.1227656598998",75734,3208
"38.2548108688321+-77.618881598655","38.7698054876636+-77.1227656598998",84915,3816
"38.2402502184191+-77.732742161844","38.7698054876636+-77.1227656598998",99411,4662
"37.2092001541967+-77.3821505315372","38.7698054876636+-77.1227656598998",199878,7124
"37.5464983796757+-77.4208595324648","38.7698054876636+-77.1227656598998",161872,5880
"37.5259123649812+-77.5105510324128","38.7698054876636+-77.1227656598998",162424,5804
"37.5719163155872+-77.4419490304904","38.7698054876636+-77.1227656598998",154757,5674
"37.0223138347308+-76.3331664709367","38.7698054876636+-77.1227656598998",275574,9426
"36.9162623517625+-76.1633229383905","38.7698054876636+-77.1227656598998",326779,11498
"36.773700630538+-76.0616814259895","38.7698054876636+-77.1227656598998",333655,11975
"36.8527442337326+-75.9889714512678","38.7698054876636+-77.1227656598998",336117,11605
"36.9076864151708+-76.0767132909735","38.7698054876636+-77.1227656598998",332084,11826
"37.3346718837353+-76.8486260035148","38.7698054876636+-77.1227656598998",221544,8105
"39.1239414861937+-77.5282211639377","38.7698054876636+-77.1227656598998",72295,3106
"39.0398524134844+-77.3518595234382","38.7698054876636+-77.1227656598998",46126,2438
"38.9530896056455+-77.4697575200433","38.7698054876636+-77.1227656598998",54629,2569
"38.9051962049004+-77.5133814259371","38.7698054876636+-77.1227656598998",49845,2568
"39.0656066876962+-77.4562726910288","38.7698054876636+-77.1227656598998",58213,2570
"36.8722748225388+-76.0181406179551","38.7698054876636+-77.1227656598998",336982,11904
"36.8235834408214+-76.2098858704554","38.7698054876636+-77.1227656598998",317917,10947
"36.9083410570351+-76.1362539082769","38.7698054876636+-77.1227656598998",327218,11562
"36.7704183219014+-76.1369830293026","38.7698054876636+-77.1227656598998",332695,11657
"36.6736336412787+-81.2709861607597","38.7698054876636+-77.1227656598998",540178,19401
"38.8777687941025+-77.0792091597492","38.7698054876636+-77.1227656598998",22346,1316
"39.0521129836111+-78.1870644029621","38.7698054876636+-77.1227656598998",124391,4809
"37.0745476077294+-80.84464211861","38.7698054876636+-77.1227656598998",470085,16491
"37.0580781586296+-80.7547482499676","38.7698054876636+-77.1227656598998",455224,15528
"36.8564412481655+-76.4191788660015","38.7698054876636+-77.1227656598998",295278,10081
"38.8776111705768+-77.0639998411056","38.7698054876636+-77.1227656598998",25180,1514
"37.345348280083+-79.9752278452478","38.7698054876636+-77.1227656598998",375262,12842
"37.2702504310739+-79.8879624866164","38.7698054876636+-77.1227656598998",381536,13449
