"origin","dest","dist","time"
"36.9537637562346+-81.0914021663542","37.5525164700843+-77.4351624878091",409643,13668
"37.7847216424905+-75.6789763491946","37.5525164700843+-77.4351624878091",292931,11226
"37.2286195929761+-79.4195951921663","37.5525164700843+-77.4351624878091",219465,8917
"38.5934116189125+-77.9203669819542","37.5525164700843+-77.4351624878091",148142,5896
"38.1947096779923+-78.2525867380039","37.5525164700843+-77.4351624878091",120028,4668
"37.0688550343172+-76.4533396732175","37.5525164700843+-77.4351624878091",114142,4045
"36.6371697008253+-82.2114101483801","37.5525164700843+-77.4351624878091",520940,17483
"38.8005891881652+-77.2781261496444","37.5525164700843+-77.4351624878091",154605,5871
"37.5703895544642+-76.4582282879584","37.5525164700843+-77.4351624878091",100376,4118
"38.6546861192873+-77.2627473253303","37.5525164700843+-77.4351624878091",136910,4909
"38.5456327527818+-77.3161304042259","37.5525164700843+-77.4351624878091",125091,4478
"37.6515501110716+-77.316637102714","37.5525164700843+-77.4351624878091",20808,1441
"38.1222926984186+-78.5118096274855","37.5525164700843+-77.4351624878091",123979,4952
"38.8173416895174+-77.1385911328941","37.5525164700843+-77.4351624878091",159051,5712
"37.1298924789678+-76.4320470348544","37.5525164700843+-77.4351624878091",112826,4004
"38.7486446636452+-77.6002018147819","37.5525164700843+-77.4351624878091",158816,6277
"37.2830480850689+-79.8610365152679","37.5525164700843+-77.4351624878091",298668,10474
"38.9475980424699+-77.2735080486559","37.5525164700843+-77.4351624878091",178552,6334
"36.6534447788173+-80.0038031286507","37.5525164700843+-77.4351624878091",329767,12128
"38.9786688272667+-77.3861465878838","37.5525164700843+-77.4351624878091",190315,6964
"38.7392903776842+-77.0695556217902","37.5525164700843+-77.4351624878091",157394,6067
"38.889000171587+-77.0857736213533","37.5525164700843+-77.4351624878091",170237,6111
"38.8379814984066+-77.0815602797858","37.5525164700843+-77.4351624878091",164271,5835
"37.9718929773656+-76.5294221691517","37.5525164700843+-77.4351624878091",105960,5056
"38.6670544957163+-77.2981651807398","37.5525164700843+-77.4351624878091",138018,5038
"38.6664210131161+-77.2792540624419","37.5525164700843+-77.4351624878091",141704,5087
"37.1598333398084+-76.4311293643949","37.5525164700843+-77.4351624878091",112301,4251
"37.301524144385+-77.2911373973215","37.5525164700843+-77.4351624878091",36977,1772
"37.0286216438226+-76.6789481523498","37.5525164700843+-77.4351624878091",111234,5227
"36.7153431563974+-78.9000738878757","37.5525164700843+-77.4351624878091",185641,7453
"36.9583328965258+-76.2852933536421","37.5525164700843+-77.4351624878091",174780,6381
"37.3309952226553+-76.9767188957725","37.5525164700843+-77.4351624878091",57845,2687
"36.6985454523504+-76.1277261838478","37.5525164700843+-77.4351624878091",190100,6783
"37.7228209422451+-79.3638163533821","37.5525164700843+-77.4351624878091",226332,7740
"37.1466279988834+-76.3964163780682","37.5525164700843+-77.4351624878091",117570,4274
"36.6098860567499+-79.4062725829473","37.5525164700843+-77.4351624878091",260640,9776
"36.5999442387378+-79.4785469194951","37.5525164700843+-77.4351624878091",266997,10175
"37.5589733220377+-76.8062360655471","37.5525164700843+-77.4351624878091",65185,2576
"38.9115512858618+-77.1061852255937","37.5525164700843+-77.4351624878091",175822,6489
"37.0174430419753+-82.0298050706234","37.5525164700843+-77.4351624878091",552977,19615
"38.0596713681818+-78.4816490704136","37.5525164700843+-77.4351624878091",114361,4236
"38.9126664610549+-78.2881872665343","37.5525164700843+-77.4351624878091",212115,8483
"37.3696862954853+-77.4296189949671","37.5525164700843+-77.4351624878091",26618,1273
"37.601669826291+-77.5265933098967","37.5525164700843+-77.4351624878091",12663,768
"37.2670047539088+-77.5794695979437","37.5525164700843+-77.4351624878091",50488,2334
"38.8191382288676+-78.7691877342233","37.5525164700843+-77.4351624878091",266349,9424
"36.6507359741829+-78.3911562165259","37.5525164700843+-77.4351624878091",161067,5767
"37.4200971419174+-76.6364916323863","37.5525164700843+-77.4351624878091",91328,3715
"38.4253060895247+-78.8691809966588","37.5525164700843+-77.4351624878091",206824,7035
"36.7934609717326+-76.5122783967155","37.5525164700843+-77.4351624878091",161641,6384
"36.6241060734398+-76.7067142740256","37.5525164700843+-77.4351624878091",152013,6330
"37.243187734658+-79.9278969940298","37.5525164700843+-77.4351624878091",305742,10459
"38.171327052514+-77.7244300696529","37.5525164700843+-77.4351624878091",91108,3693
"39.0318609755098+-77.4448345075486","37.5525164700843+-77.4351624878091",189961,7186
"37.5578233283326+-75.7188007758362","37.5525164700843+-77.4351624878091",271264,10311
"39.0023740272047+-77.4275579768117","37.5525164700843+-77.4351624878091",187091,6970
"38.8412966580306+-77.0974706987035","37.5525164700843+-77.4351624878091",164218,5938
"38.6183939599224+-77.2619477997258","37.5525164700843+-77.4351624878091",135557,4902
"38.7936440049239+-77.1400847802217","37.5525164700843+-77.4351624878091",157912,5595
"38.3509638301084+-78.4456471170969","37.5525164700843+-77.4351624878091",144383,6130
"38.7236008268448+-78.3653575374095","37.5525164700843+-77.4351624878091",202297,9156
"38.1147809302399+-76.8018012052835","37.5525164700843+-77.4351624878091",99847,4907
"38.829741207329+-77.0419734724404","37.5525164700843+-77.4351624878091",174593,6198
"36.9124213962221+-76.2047146515951","37.5525164700843+-77.4351624878091",177890,6433
"38.0418826082557+-78.4889664865667","37.5525164700843+-77.4351624878091",113713,4243
"38.7530352455304+-77.4563292912527","37.5525164700843+-77.4351624878091",151736,5950
"36.8539644556201+-76.0790626310312","37.5525164700843+-77.4351624878091",179191,6447
"39.1721815330472+-78.1635185172097","37.5525164700843+-77.4351624878091",217055,8697
