"origin","dest","dist","time"
"38.5717486865717+-77.7184744677164","37.0681293494128+-81.9322825918212",530155,20034
"38.5785271895383+-77.8269927480735","37.0681293494128+-81.9322825918212",522830,19682
"37.2656136279548+-79.2813592340219","37.0681293494128+-81.9322825918212",324741,13097
"36.7944133226118+-75.9892564545336","37.0681293494128+-81.9322825918212",726618,25527
"36.7681731366772+-76.0065054215497","37.0681293494128+-81.9322825918212",729168,25709
"37.3655943021562+-77.5696717425959","37.0681293494128+-81.9322825918212",493491,19451
"37.3187707027842+-77.3720149357941","37.0681293494128+-81.9322825918212",568111,20180
"37.3946646716492+-77.6553447260338","37.0681293494128+-81.9322825918212",484798,18957
"38.3847651261496+-78.0573087346478","37.0681293494128+-81.9322825918212",496376,18656
"38.6265784235729+-77.3373031531432","37.0681293494128+-81.9322825918212",603263,21804
"38.6282623079595+-77.3235449908105","37.0681293494128+-81.9322825918212",572782,21875
"38.7793990521471+-77.6380750866374","37.0681293494128+-81.9322825918212",572396,20296
"38.596000147585+-77.3255048733141","37.0681293494128+-81.9322825918212",565967,21546
"38.5591411889081+-77.287620295056","37.0681293494128+-81.9322825918212",569739,21881
"38.5969240139954+-77.2733003281193","37.0681293494128+-81.9322825918212",570236,21959
"38.646377762367+-77.4114956075586","37.0681293494128+-81.9322825918212",595027,21374
"38.6853492739339+-77.3427326757429","37.0681293494128+-81.9322825918212",597432,21597
"38.6773477885913+-77.3064585873225","37.0681293494128+-81.9322825918212",601265,21951
"38.7411769215514+-77.4157593507556","37.0681293494128+-81.9322825918212",590174,21168
"38.7266395289373+-77.4876181148254","37.0681293494128+-81.9322825918212",582694,20758
"38.7265070994493+-77.6129912794577","37.0681293494128+-81.9322825918212",578934,20821
"38.8631036184367+-77.6687276530841","37.0681293494128+-81.9322825918212",560302,19988
"38.7274916030345+-77.5531544600006","37.0681293494128+-81.9322825918212",581352,20756
"38.8305293244965+-77.6202964576117","37.0681293494128+-81.9322825918212",564971,19971
"36.5680573455712+-79.3482522667199","37.0681293494128+-81.9322825918212",336701,13828
"36.5671723560725+-79.390133764773","37.0681293494128+-81.9322825918212",333915,13657
"37.326100561135+-79.8925457206143","37.0681293494128+-81.9322825918212",262781,10405
"38.8665022139161+-77.1052683903335","37.0681293494128+-81.9322825918212",614308,21797
"38.8789292980442+-77.0886744553279","37.0681293494128+-81.9322825918212",614759,21832
"38.8510509153884+-77.0982924531918","37.0681293494128+-81.9322825918212",617022,22153
"38.8607675135486+-77.0534114148609","37.0681293494128+-81.9322825918212",621920,21891
"37.2228120146309+-77.4200577569006","37.0681293494128+-81.9322825918212",512086,20047
"36.8017019665193+-77.7746950427743","37.0681293494128+-81.9322825918212",545200,19578
"37.2611344633205+-76.5909274130718","37.0681293494128+-81.9322825918212",644055,22566
"37.8702851276965+-80.0622917351572","37.0681293494128+-81.9322825918212",235930,10732
"39.025246199716+-77.4931403753805","37.0681293494128+-81.9322825918212",592422,21359
"38.9157653181138+-77.4940998560871","37.0681293494128+-81.9322825918212",594171,21054
"39.0472565578127+-77.4635534642851","37.0681293494128+-81.9322825918212",593522,21555
"39.0536895652754+-77.3921617711947","37.0681293494128+-81.9322825918212",609974,21513
"39.0360672229474+-77.3947411656685","37.0681293494128+-81.9322825918212",608995,21464
"39.2635980293195+-77.609454492906","37.0681293494128+-81.9322825918212",584072,21448
"39.1237463788609+-77.73255784074","37.0681293494128+-81.9322825918212",562786,20306
"39.1504468135259+-77.7868250901623","37.0681293494128+-81.9322825918212",556838,20149
"39.0758919309831+-77.5799683083993","37.0681293494128+-81.9322825918212",583398,21193
"37.0393389848701+-79.4191959543563","37.0681293494128+-81.9322825918212",338925,14066
"36.6921444567908+-79.2517240340513","37.0681293494128+-81.9322825918212",354096,14671
"37.425752599647+-78.2505764509079","37.0681293494128+-81.9322825918212",432371,17430
"36.5837971889898+-79.3372340531701","37.0681293494128+-81.9322825918212",337861,13831
"37.9879808096166+-78.393468937196","37.0681293494128+-81.9322825918212",437167,15957
"38.0030487115326+-78.4945157604542","37.0681293494128+-81.9322825918212",425875,15558
"38.9251589260373+-78.0962321641606","37.0681293494128+-81.9322825918212",520351,18522
"37.0119183306889+-76.4044564603298","37.0681293494128+-81.9322825918212",661949,22965
"37.022353961331+-76.3864784322804","37.0681293494128+-81.9322825918212",658054,22846
"37.0464621913989+-76.3900205842883","37.0681293494128+-81.9322825918212",655966,22769
"38.9242571101898+-77.5340615912073","37.0681293494128+-81.9322825918212",587755,21099
"38.9728580167893+-77.5374119257889","37.0681293494128+-81.9322825918212",589710,21300
"38.9759728082252+-77.4953244203837","37.0681293494128+-81.9322825918212",604667,21289
"37.224067882958+-80.4282471510323","37.0681293494128+-81.9322825918212",179311,7688
"36.6917087289299+-79.5047853369003","37.0681293494128+-81.9322825918212",320966,13272
"36.676647422449+-80.9185874569109","37.0681293494128+-81.9322825918212",186754,7964
"37.1167380672175+-82.5706160643419","37.0681293494128+-81.9322825918212",95135,5395
"37.6776262104867+-77.6226432968589","37.0681293494128+-81.9322825918212",517565,18419
"37.6983389938657+-77.6045471599226","37.0681293494128+-81.9322825918212",519992,18652
"37.4966147295664+-77.3712161723469","37.0681293494128+-81.9322825918212",550130,19775
"37.5440772218703+-77.347661783319","37.0681293494128+-81.9322825918212",546706,19589
"37.5605871910156+-77.3339503330786","37.0681293494128+-81.9322825918212",547659,19661
"37.6682633100994+-77.60041520405","37.0681293494128+-81.9322825918212",521567,18437
"38.8860206268441+-77.7608740555976","37.0681293494128+-81.9322825918212",553075,19567
"38.7325471853305+-77.8371672682847","37.0681293494128+-81.9322825918212",563817,20254
"37.3648041051338+-77.6366508325748","37.0681293494128+-81.9322825918212",489665,19271
"37.6430688038749+-76.361645957077","37.0681293494128+-81.9322825918212",646500,23182
"37.6675985688475+-76.4297100274288","37.0681293494128+-81.9322825918212",648407,23351
"37.166290886502+-80.5036833456665","37.0681293494128+-81.9322825918212",163790,7835
"37.1419921079125+-80.436126843733","37.0681293494128+-81.9322825918212",202435,8150
"37.2480513428288+-80.4563036424589","37.0681293494128+-81.9322825918212",177002,7689
"37.7085652043795+-75.620634835269","37.0681293494128+-81.9322825918212",825231,29746
"37.9785116301936+-75.445008205879","37.0681293494128+-81.9322825918212",860761,31175
"37.9139626223764+-75.3910355264801","37.0681293494128+-81.9322825918212",865892,31588
"36.9972021647018+-79.883818924219","37.0681293494128+-81.9322825918212",295946,11749
"37.0955728377556+-79.6652776580853","37.0681293494128+-81.9322825918212",295636,12128
"37.1476116236422+-79.7564928901172","37.0681293494128+-81.9322825918212",283642,11609
"38.8800487336327+-78.5733802751247","37.0681293494128+-81.9322825918212",471358,17059
"39.2326042726102+-78.3503295346827","37.0681293494128+-81.9322825918212",550760,20446
"39.115739669741+-78.4106169280004","37.0681293494128+-81.9322825918212",511044,18351
"39.1043832142649+-78.18607858689","37.0681293494128+-81.9322825918212",512942,18373
"39.1592084327523+-78.1220897843856","37.0681293494128+-81.9322825918212",523934,18755
"37.9287488479266+-78.3359756707389","37.0681293494128+-81.9322825918212",447600,16577
"36.8733700331824+-78.9850245847103","37.0681293494128+-81.9322825918212",383685,15793
"37.1591759888664+-77.9278753124884","37.0681293494128+-81.9322825918212",468532,18273
"36.6349846379546+-80.363854029071","37.0681293494128+-81.9322825918212",231369,10091
"37.187618764187+-81.5347364486566","37.0681293494128+-81.9322825918212",51993,2788
"36.8317101600617+-76.1493555625473","37.0681293494128+-81.9322825918212",709123,24744
"38.1108676721412+-78.9979924485671","37.0681293494128+-81.9322825918212",376109,13808
"38.2143413349109+-79.2097550594801","37.0681293494128+-81.9322825918212",337681,14430
"38.1860500414466+-78.9617657232861","37.0681293494128+-81.9322825918212",384189,14106
"36.615780080274+-76.1634363412223","37.0681293494128+-81.9322825918212",727436,25433
"36.8293214101389+-76.4285105927799","37.0681293494128+-81.9322825918212",683056,23759
"36.7512662685954+-76.2859966902313","37.0681293494128+-81.9322825918212",706555,24579
"36.7139088754638+-76.3399664094416","37.0681293494128+-81.9322825918212",702343,24626
"36.7429187929563+-76.2801152990899","37.0681293494128+-81.9322825918212",706304,24462
"36.7331721304987+-76.3164369890473","37.0681293494128+-81.9322825918212",700858,24407
"37.3052000318988+-78.4264136083864","37.0681293494128+-81.9322825918212",407610,16083
"37.2853233949988+-78.3781646922769","37.0681293494128+-81.9322825918212",414352,16305
"37.26853423551+-78.30722333054","37.0681293494128+-81.9322825918212",421069,16415
"37.1544939836786+-78.3649397623374","37.0681293494128+-81.9322825918212",427732,17129
"36.985982159147+-80.749109477533","37.0681293494128+-81.9322825918212",164128,6843
"38.0386516793081+-76.6461227754617","37.0681293494128+-81.9322825918212",627865,22978
"38.1140475933448+-76.6650382262997","37.0681293494128+-81.9322825918212",636616,23401
"38.2347664719123+-77.0074305545609","37.0681293494128+-81.9322825918212",622275,22217
"36.8283942475707+-75.996599559317","37.0681293494128+-81.9322825918212",724612,25293
"37.3228115129121+-78.8804026488399","37.0681293494128+-81.9322825918212",362154,14353
"37.136666794982+-78.6857918917712","37.0681293494128+-81.9322825918212",399351,15747
"36.6329560257301+-77.7860540300657","37.0681293494128+-81.9322825918212",536185,19807
"36.7315123431285+-78.982104116448","37.0681293494128+-81.9322825918212",387439,16073
"38.2231354521561+-77.5886034927286","37.0681293494128+-81.9322825918212",524792,19556
"37.672360687182+-77.6862540415968","37.0681293494128+-81.9322825918212",509888,18155
"37.594818988324+-77.8955405904102","37.0681293494128+-81.9322825918212",511339,18614
"37.5125669042548+-77.9099837386621","37.0681293494128+-81.9322825918212",469372,18760
"38.1835611349687+-78.1357791810463","37.0681293494128+-81.9322825918212",464531,17214
"38.2252372570316+-78.0100507298806","37.0681293494128+-81.9322825918212",483420,18059
"36.7282433218386+-76.6000408333507","37.0681293494128+-81.9322825918212",655898,23952
"36.7207902135607+-76.5959709789739","37.0681293494128+-81.9322825918212",662827,24141
"36.6178168050794+-80.6821991371345","37.0681293494128+-81.9322825918212",193446,7876
"36.6645224684299+-80.7724303857755","37.0681293494128+-81.9322825918212",185108,7784
"37.6239806702829+-77.3176098610454","37.0681293494128+-81.9322825918212",546567,19420
"37.1490326940252+-76.5597955203368","37.0681293494128+-81.9322825918212",639091,22298
"38.1915775973694+-77.5398154538376","37.0681293494128+-81.9322825918212",527545,19705
"37.9329592037355+-78.8181621807162","37.0681293494128+-81.9322825918212",410996,15248
"37.9210802816782+-78.8990023973027","37.0681293494128+-81.9322825918212",419560,15762
"38.7680555648435+-77.1931028275012","37.0681293494128+-81.9322825918212",613621,21845
"38.8972954004961+-77.4669535796965","37.0681293494128+-81.9322825918212",589577,20814
"38.8889318750602+-77.391949844323","37.0681293494128+-81.9322825918212",590788,20683
"38.878732387915+-77.3766012129134","37.0681293494128+-81.9322825918212",590906,20820
"38.8307755922734+-77.3098952833711","37.0681293494128+-81.9322825918212",596743,21205
"37.5414732238548+-78.977628769305","37.0681293494128+-81.9322825918212",367496,14864
"38.0043160320241+-78.2201724750433","37.0681293494128+-81.9322825918212",452153,16447
"37.0061493025727+-80.9648022112623","37.0681293494128+-81.9322825918212",151469,6655
"38.1099035843762+-78.0548062576388","37.0681293494128+-81.9322825918212",480162,17560
"38.4639382786263+-78.0139427248665","37.0681293494128+-81.9322825918212",494022,18452
"37.285126284696+-79.9466066338371","37.0681293494128+-81.9322825918212",255167,9866
"37.307304254767+-80.0063230783085","37.0681293494128+-81.9322825918212",246354,9652
"36.9732793637706+-81.2258057097263","37.0681293494128+-81.9322825918212",122287,6331
"37.3853894585508+-79.2127805818889","37.0681293494128+-81.9322825918212",326708,13506
"37.2232794145545+-76.7655790235857","37.0681293494128+-81.9322825918212",626209,21985
"37.2655591362633+-76.7846767051261","37.0681293494128+-81.9322825918212",621715,21779
"36.9705269650239+-76.546425737195","37.0681293494128+-81.9322825918212",670107,23640
"36.6248592098518+-82.0787865331737","37.0681293494128+-81.9322825918212",76622,3682
"37.5059870973771+-76.8819056733703","37.0681293494128+-81.9322825918212",591008,20587
"38.6157784020886+-78.7393952579127","37.0681293494128+-81.9322825918212",437172,15879
"38.5931679128956+-78.788587726313","37.0681293494128+-81.9322825918212",435020,15832
"37.2272972308132+-80.1439215188032","37.0681293494128+-81.9322825918212",232653,9323
"38.8150934471388+-77.0505331583438","37.0681293494128+-81.9322825918212",627990,22243
"38.805160223241+-77.1359319948166","37.0681293494128+-81.9322825918212",620057,21858
"38.8241516467888+-77.1349916113798","37.0681293494128+-81.9322825918212",620492,21970
"38.8413148304455+-77.0679207470597","37.0681293494128+-81.9322825918212",625438,22309
"37.2544782650768+-75.8764844347972","37.0681293494128+-81.9322825918212",NA,NA
"37.2804827360724+-75.9865618274311","37.0681293494128+-81.9322825918212",762792,27049
"37.7163977639819+-79.5821176061143","37.0681293494128+-81.9322825918212",308984,12171
"36.7211909313905+-83.0270467401079","37.0681293494128+-81.9322825918212",148501,6869
"38.0286495492204+-77.5539839141085","37.0681293494128+-81.9322825918212",527298,19853
"37.3964182707578+-76.3471635921941","37.0681293494128+-81.9322825918212",650090,23477
