"origin","dest","dist","time"
"36.9195475263913+-76.2437323071926","37.6263977295115+-77.5182366310746",189890,6853
"36.8868970781324+-76.2430277122379","37.6263977295115+-77.5182366310746",179199,6641
"36.9216628189432+-76.2100689477023","37.6263977295115+-77.5182366310746",191770,7089
"36.9474568227623+-76.2632881230563","37.6263977295115+-77.5182366310746",184842,6962
"36.9159284996841+-76.2925984123542","37.6263977295115+-77.5182366310746",174109,6588
"36.8858619102652+-76.2971961216297","37.6263977295115+-77.5182366310746",169695,6275
"36.8688087669556+-76.3067675746455","37.6263977295115+-77.5182366310746",167270,6030
"38.4498407415439+-77.8267350867552","37.6263977295115+-77.5182366310746",124333,5192
"37.3926730246032+-79.1937296533911","37.6263977295115+-77.5182366310746",212300,7795
"37.4143104906083+-79.1414276921677","37.6263977295115+-77.5182366310746",206374,7423
"37.6639338626026+-79.1991375491504","37.6263977295115+-77.5182366310746",191694,7054
"36.8441471541654+-76.3450098366442","37.6263977295115+-77.5182366310746",168257,5990
"36.833351574837+-76.3196631621389","37.6263977295115+-77.5182366310746",166656,5891
"36.8177223202375+-76.3178642165027","37.6263977295115+-77.5182366310746",170596,6126
"36.812188790277+-76.3909713319129","37.6263977295115+-77.5182366310746",164718,6032
"36.8140456242872+-76.1513364105964","37.6263977295115+-77.5182366310746",186733,6863
"36.7801905794196+-76.1775149682386","37.6263977295115+-77.5182366310746",192036,6948
"36.813204627784+-76.1181839872059","37.6263977295115+-77.5182366310746",188700,6852
"36.791159166903+-76.1067758095697","37.6263977295115+-77.5182366310746",191687,7119
"36.8538492310314+-76.974454619491","37.6263977295115+-77.5182366310746",117844,5033
"36.6025591419506+-77.1410641007571","37.6263977295115+-77.5182366310746",142877,5721
"37.0532705017089+-76.3416926863842","37.6263977295115+-77.5182366310746",137139,5044
"37.0623310744692+-76.3303541108297","37.6263977295115+-77.5182366310746",138439,5115
"37.1675875598663+-76.4560022438431","37.6263977295115+-77.5182366310746",121064,4541
"36.8247056693207+-76.2448859441886","37.6263977295115+-77.5182366310746",175720,6475
"36.8195362814924+-76.277003292802","37.6263977295115+-77.5182366310746",173961,6223
"36.7633888466429+-76.3233820900731","37.6263977295115+-77.5182366310746",173687,6284
"39.0013592864934+-77.3920556429594","37.6263977295115+-77.5182366310746",182359,7140
"38.6674529836287+-77.3399065431799","37.6263977295115+-77.5182366310746",132657,5108
"38.6991640269125+-77.3047417944132","37.6263977295115+-77.5182366310746",138676,5273
"37.3149348075832+-79.9430671599079","37.6263977295115+-77.5182366310746",282213,9674
"36.7986481943644+-76.1047568783193","37.6263977295115+-77.5182366310746",191608,7219
"36.85127422172+-76.1676311824386","37.6263977295115+-77.5182366310746",182512,6618
"36.8628535443252+-76.0999339048027","37.6263977295115+-77.5182366310746",192551,7052
"36.8643859070377+-76.0366164112742","37.6263977295115+-77.5182366310746",197018,7190
"38.3025283999+-77.474624721272","37.6263977295115+-77.5182366310746",87314,3449
"38.8027616062826+-77.123831458417","37.6263977295115+-77.5182366310746",154363,5586
"36.838356006677+-76.3363453438412","37.6263977295115+-77.5182366310746",167007,5891
"36.8116451927124+-76.2978751958742","37.6263977295115+-77.5182366310746",171166,6296
"37.3079207715001+-77.4385537667247","37.6263977295115+-77.5182366310746",47602,2183
"37.4080955796496+-77.638414430491","37.6263977295115+-77.5182366310746",36388,1979
"37.1615356042558+-79.5420634010407","37.6263977295115+-77.5182366310746",258937,9725
"38.7954693052656+-77.068300501729","37.6263977295115+-77.5182366310746",157841,5769
"38.8032271345027+-77.3029753712621","37.6263977295115+-77.5182366310746",150001,5861
"38.8623822252787+-77.3373480280763","37.6263977295115+-77.5182366310746",171665,6195
"38.9244064160487+-77.3841800443332","37.6263977295115+-77.5182366310746",166783,6587
"38.8294210632422+-77.4450948476678","37.6263977295115+-77.5182366310746",161193,6464
"38.8327506448244+-77.1134742678801","37.6263977295115+-77.5182366310746",155020,5634
"38.3083630488217+-77.7252342116841","37.6263977295115+-77.5182366310746",103249,4326
"38.7903554666826+-77.7293573852132","37.6263977295115+-77.5182366310746",155046,6287
"36.8415537034086+-76.1249585453137","37.6263977295115+-77.5182366310746",186881,6869
"36.8038065391208+-76.2034393122423","37.6263977295115+-77.5182366310746",188257,6664
"37.4049368547923+-79.1461061830062","37.6263977295115+-77.5182366310746",207418,7398
"38.43635043924+-78.8707195080361","37.6263977295115+-77.5182366310746",195435,6761
"37.0761409545654+-76.490258266749","37.6263977295115+-77.5182366310746",124987,4675
"37.1159109481545+-76.5175950311254","37.6263977295115+-77.5182366310746",121299,4466
"36.9322647639534+-76.2078064687562","37.6263977295115+-77.5182366310746",191634,7173
"37.5546496303039+-77.4179818226251","37.6263977295115+-77.5182366310746",15680,949
"36.9331163415737+-76.2537113732543","37.6263977295115+-77.5182366310746",182124,6953
"37.5549967696575+-77.4781831791754","37.6263977295115+-77.5182366310746",12126,825
"36.8496076844254+-76.2504511945776","37.6263977295115+-77.5182366310746",174574,6203
"37.5269979365993+-77.4120833123052","37.6263977295115+-77.5182366310746",17871,1243
"39.0534507217407+-77.4784063386381","37.6263977295115+-77.5182366310746",190360,7390
"39.0399351083731+-77.4953673822147","37.6263977295115+-77.5182366310746",198203,7231
"38.8788141948685+-77.1049388071632","37.6263977295115+-77.5182366310746",164587,6094
"38.8857800837336+-77.112375938582","37.6263977295115+-77.5182366310746",164997,6227
"38.8853011159026+-77.0926234524403","37.6263977295115+-77.5182366310746",163637,6050
"38.8542205425222+-77.0537809621786","37.6263977295115+-77.5182366310746",162893,6046
"38.6272267327954+-77.2842305015375","37.6263977295115+-77.5182366310746",126756,4594
"38.6109664094593+-77.3536514533772","37.6263977295115+-77.5182366310746",123595,4606
"38.6515612458988+-77.3817494810998","37.6263977295115+-77.5182366310746",130094,5006
"38.7974327915064+-77.6450848760101","37.6263977295115+-77.5182366310746",159124,6405
"38.6644637116911+-77.2507846875251","37.6263977295115+-77.5182366310746",132808,4732
"36.9570107346918+-76.5835339787483","37.6263977295115+-77.5182366310746",153675,6074
"37.6190248767038+-77.513151527871","37.6263977295115+-77.5182366310746",1507,234
"38.717806102834+-77.7748596036464","37.6263977295115+-77.5182366310746",144639,5832
"37.4574792956442+-77.504485636423","37.6263977295115+-77.5182366310746",26413,1315
"37.6485435360316+-77.6025187928763","37.6263977295115+-77.5182366310746",9547,775
"37.6553356032487+-77.636795780012","37.6263977295115+-77.5182366310746",12731,1015
"37.0533333021581+-76.3914151946157","37.6263977295115+-77.5182366310746",130982,4660
"37.4198762083182+-77.9997764481929","37.6263977295115+-77.5182366310746",72115,3221
"37.0697887292386+-80.0475819421842","37.6263977295115+-77.5182366310746",324841,11446
"36.9768470181691+-82.1848141132641","37.6263977295115+-77.5182366310746",535126,18968
"37.0667705867196+-80.5111203174664","37.6263977295115+-77.5182366310746",339591,11471
"37.243249118739+-80.4213908216586","37.6263977295115+-77.5182366310746",343104,11744
"36.696481719092+-76.2785984748489","37.6263977295115+-77.5182366310746",183863,6836
"36.7496647042779+-76.2173493279842","37.6263977295115+-77.5182366310746",186708,6732
"38.593773310383+-78.5215295356716","37.6263977295115+-77.5182366310746",179036,7852
"36.6015593142751+-82.1820751083234","37.6263977295115+-77.5182366310746",506791,17128
"38.2544176898793+-76.9704881023535","37.6263977295115+-77.5182366310746",105394,4551
"36.8360732528681+-75.9792575874864","37.6263977295115+-77.5182366310746",200445,7311
"36.8370981512655+-76.1112186714896","37.6263977295115+-77.5182366310746",189950,6809
"39.1873356943195+-78.1584818458366","37.6263977295115+-77.5182366310746",213061,8756
"36.8670017721777+-76.1755031526718","37.6263977295115+-77.5182366310746",183260,6707
"37.0771561048064+-76.4814891987276","37.6263977295115+-77.5182366310746",123295,4638
"38.3290892964095+-77.7555001997191","37.6263977295115+-77.5182366310746",108350,4565
"36.7766076306131+-76.5941032386828","37.6263977295115+-77.5182366310746",145490,6325
"36.7916324999928+-76.6098001848306","37.6263977295115+-77.5182366310746",141987,6093
"37.3129715540823+-79.9866193989634","37.6263977295115+-77.5182366310746",285123,9636
"38.929767570996+-77.2212284082124","37.6263977295115+-77.5182366310746",165657,6090
"38.8624620710757+-77.3618200917646","37.6263977295115+-77.5182366310746",158562,6257
"38.9552575940947+-77.4156626112881","37.6263977295115+-77.5182366310746",184345,6740
"37.413026750069+-79.1209268609669","37.6263977295115+-77.5182366310746",204009,7226
"37.4911982916182+-77.4596419615368","37.6263977295115+-77.5182366310746",23488,1525
