"origin","dest","dist","time"
"37.1813957401472+-77.3943266794004","38.8904699997509+-77.1774812521177",218446,7827
"37.5333958954412+-77.4156964944742","38.8904699997509+-77.1774812521177",175650,6214
"37.4638804167733+-77.4381992067404","38.8904699997509+-77.1774812521177",186280,6648
"37.5406864165862+-77.5421648978224","38.8904699997509+-77.1774812521177",179614,6227
"37.58809879117+-77.4535376930007","38.8904699997509+-77.1774812521177",166112,5852
"37.5248285222242+-77.4901787978885","38.8904699997509+-77.1774812521177",176092,6149
"37.5573405988445+-77.4663750096736","38.8904699997509+-77.1774812521177",171075,6099
"38.8284331375898+-77.122514372496","38.8904699997509+-77.1774812521177",10567,1494
"38.8154121906718+-77.1077891543519","38.8904699997509+-77.1774812521177",11509,1457
"38.8235718332888+-77.0544291694106","38.8904699997509+-77.1774812521177",20047,1497
"39.0985524390549+-78.2633589634248","38.8904699997509+-77.1774812521177",122934,4473
"37.2304703693496+-80.032164369061","38.8904699997509+-77.1774812521177",380035,13122
"38.4069102156775+-78.603233293338","38.8904699997509+-77.1774812521177",173222,7243
"37.1711595143761+-76.537108104227","38.8904699997509+-77.1774812521177",261631,8803
"37.4803604226359+-79.4541786157366","38.8904699997509+-77.1774812521177",339566,12204
"37.2552697201695+-76.7502670347348","38.8904699997509+-77.1774812521177",248412,8458
"36.9286719339589+-76.2372283940282","38.8904699997509+-77.1774812521177",341742,11789
"36.9195475263913+-76.2437323071926","38.8904699997509+-77.1774812521177",340150,11637
"36.8868970781324+-76.2430277122379","38.8904699997509+-77.1774812521177",329459,11424
"36.9216628189432+-76.2100689477023","38.8904699997509+-77.1774812521177",342030,11873
"36.9474568227623+-76.2632881230563","38.8904699997509+-77.1774812521177",335101,11745
"36.9159284996841+-76.2925984123542","38.8904699997509+-77.1774812521177",324369,11372
"36.8858619102652+-76.2971961216297","38.8904699997509+-77.1774812521177",319955,11058
"36.8688087669556+-76.3067675746455","38.8904699997509+-77.1774812521177",317529,10813
"38.4498407415439+-77.8267350867552","38.8904699997509+-77.1774812521177",94095,4100
"37.3926730246032+-79.1937296533911","38.8904699997509+-77.1774812521177",283510,11495
"37.4143104906083+-79.1414276921677","38.8904699997509+-77.1774812521177",277584,11122
"37.6639338626026+-79.1991375491504","38.8904699997509+-77.1774812521177",262904,10754
"36.8441471541654+-76.3450098366442","38.8904699997509+-77.1774812521177",318517,10773
"36.833351574837+-76.3196631621389","38.8904699997509+-77.1774812521177",316915,10674
"36.8177223202375+-76.3178642165027","38.8904699997509+-77.1774812521177",320856,10909
"36.812188790277+-76.3909713319129","38.8904699997509+-77.1774812521177",314977,10816
"36.8140456242872+-76.1513364105964","38.8904699997509+-77.1774812521177",336993,11646
