"origin","dest","dist","time"
"38.9482165457898+-77.3986338232874","37.2736562428864+-77.4197793038304",209155,7962
"38.7519794738179+-77.2000680426169","37.2736562428864+-77.4197793038304",185107,6542
"38.8623709925404+-77.0553537333384","37.2736562428864+-77.4197793038304",201053,7185
"38.8609648093955+-77.4181397975354","37.2736562428864+-77.4197793038304",201398,7695
"38.7393752183042+-77.0986474824929","37.2736562428864+-77.4197793038304",187439,6981
"38.8296287541309+-77.215339134243","37.2736562428864+-77.4197793038304",195563,6998
"38.6398005061167+-77.3642493928865","37.2736562428864+-77.4197793038304",167998,6191
"39.0684680729688+-77.5010267128076","37.2736562428864+-77.4197793038304",241683,8649
"37.2826122002176+-79.8897856147248","37.2736562428864+-77.4197793038304",260127,10695
"36.9016004119408+-75.9914605655157","37.2736562428864+-77.4197793038304",164486,7264
"37.0509962052905+-76.3111089586141","37.2736562428864+-77.4197793038304",146222,5621
"36.8615473296017+-76.2171346234507","37.2736562428864+-77.4197793038304",139895,6268
"37.519381510023+-77.4072475042317","37.2736562428864+-77.4197793038304",34489,1711
"36.732598999501+-76.569070849142","37.2736562428864+-77.4197793038304",104514,5017
"38.8078821166537+-77.1009460825973","37.2736562428864+-77.4197793038304",198129,7114
"38.8744265047299+-77.2905011613304","37.2736562428864+-77.4197793038304",203530,7510
"37.5057045698764+-77.3222866779693","37.2736562428864+-77.4197793038304",38604,1891
"37.5702381073593+-77.4845814290881","37.2736562428864+-77.4197793038304",39703,1729
"36.8497611683914+-76.0380525476698","37.2736562428864+-77.4197793038304",153951,6687
"36.908002660925+-76.1242601640745","37.2736562428864+-77.4197793038304",150215,6802
"36.9125717663101+-76.3028263322274","37.2736562428864+-77.4197793038304",137083,6432
"37.5439532279149+-77.6236978746758","37.2736562428864+-77.4197793038304",49227,2356
"37.1063593643482+-76.4456694899775","37.2736562428864+-77.4197793038304",130057,4984
"37.0554950366892+-76.4573034665357","37.2736562428864+-77.4197793038304",133518,5213
"38.9463061054468+-77.5917402848817","37.2736562428864+-77.4197793038304",217495,8571
"36.7548570532878+-76.5584811045834","37.2736562428864+-77.4197793038304",104034,4859
"37.0165545379564+-76.3644839187037","37.2736562428864+-77.4197793038304",140713,5396
"37.1472542913504+-76.5214079901214","37.2736562428864+-77.4197793038304",118811,4656
"39.109915820401+-77.5510003454492","37.2736562428864+-77.4197793038304",248314,8855
"37.9553642310472+-76.7686859318184","37.2736562428864+-77.4197793038304",115242,5378
"38.8693962491826+-77.3759866683583","37.2736562428864+-77.4197793038304",198824,7485
"38.7664594968609+-77.2042330952547","37.2736562428864+-77.4197793038304",187570,6775
"38.8963096684003+-77.2091855288683","37.2736562428864+-77.4197793038304",203292,7264
"37.3812402840819+-79.1782663358621","37.2736562428864+-77.4197793038304",185643,7812
"37.0103771755864+-78.161455320272","37.2736562428864+-77.4197793038304",94198,3972
"38.3898627266855+-78.8340048697722","37.2736562428864+-77.4197793038304",238918,8355
"38.7623058513191+-77.4711786337797","37.2736562428864+-77.4197793038304",186127,7295
"38.2131024001445+-77.503119418061","37.2736562428864+-77.4197793038304",117912,4419
"37.3421125256456+-79.252114608858","37.2736562428864+-77.4197793038304",192547,8094
"36.8259368674954+-76.301001547392","37.2736562428864+-77.4197793038304",128408,5722
"38.8661627727137+-77.0800549926879","37.2736562428864+-77.4197793038304",200443,7140
"36.7808696507983+-76.3521616555463","37.2736562428864+-77.4197793038304",124981,5718
"36.8512761184077+-76.1158956201814","37.2736562428864+-77.4197793038304",147427,6630
"36.7828407635306+-76.1361471263655","37.2736562428864+-77.4197793038304",147232,6693
"39.0879177697281+-78.1961323340445","37.2736562428864+-77.4197793038304",260764,9699
"36.9219366716951+-81.5189818878425","37.2736562428864+-77.4197793038304",496159,17215
"37.0456414724453+-76.4192651174864","37.2736562428864+-77.4197793038304",136424,5211
"37.3200775302204+-79.269199815331","37.2736562428864+-77.4197793038304",195278,7983
"38.9848212305863+-77.3536876831525","37.2736562428864+-77.4197793038304",220767,8119
"37.5328519770551+-77.3979706591629","37.2736562428864+-77.4197793038304",35867,1855
"38.8482599620029+-77.3890406430323","37.2736562428864+-77.4197793038304",199759,7548
"36.8506985913162+-75.9796730097839","37.2736562428864+-77.4197793038304",158484,6810
"36.6935637329208+-76.1947516047451","37.2736562428864+-77.4197793038304",143625,6381
"38.9121381604259+-77.5280384736079","37.2736562428864+-77.4197793038304",213720,8270
"37.3505039083536+-82.0267450618411","37.2736562428864+-77.4197793038304",617293,22632
"38.3622633505911+-79.5685555378787","37.2736562428864+-77.4197793038304",281812,11452
"38.6684116956265+-77.3530500515172","37.2736562428864+-77.4197793038304",172186,6407
"39.1040060535883+-77.5609941008621","37.2736562428864+-77.4197793038304",248096,8849
"39.0385417991914+-77.4630311263987","37.2736562428864+-77.4197793038304",224750,8506
"38.8992964645545+-77.0809067830602","37.2736562428864+-77.4197793038304",204815,7491
"37.5304498191424+-77.5692240191544","37.2736562428864+-77.4197793038304",40316,1910
"37.5124040578764+-77.6023893332524","37.2736562428864+-77.4197793038304",41953,2203
"37.0040457588552+-76.4257054308935","37.2736562428864+-77.4197793038304",142737,5594
"37.1030760458405+-76.466176236886","37.2736562428864+-77.4197793038304",127678,4875
"36.8719143929192+-76.21725414009","37.2736562428864+-77.4197793038304",138438,6364
"36.9249493543767+-76.2994344409283","37.2736562428864+-77.4197793038304",143175,6698
"36.8827097501563+-75.990206233675","37.2736562428864+-77.4197793038304",162819,7227
"37.040404377745+-76.3122519748757","37.2736562428864+-77.4197793038304",144757,5511
"38.7639049262968+-77.2668092740409","37.2736562428864+-77.4197793038304",183775,6801
"38.8803650830783+-77.2240493581203","37.2736562428864+-77.4197793038304",199504,7161
"36.852372843601+-76.3817232933647","37.2736562428864+-77.4197793038304",129257,5992
"36.5700380345252+-78.3828956421819","37.2736562428864+-77.4197793038304",173799,6518
"36.6117558815659+-78.6526703470602","37.2736562428864+-77.4197793038304",155566,5767
"36.7145949139597+-78.563537214132","37.2736562428864+-77.4197793038304",155055,5964
"38.7517211966619+-77.0693281766368","37.2736562428864+-77.4197793038304",190809,7331
"38.7238702063629+-77.1038887337751","37.2736562428864+-77.4197793038304",186893,6969
"38.7206837723921+-77.2642560059842","37.2736562428864+-77.4197793038304",176646,6318
"38.8447513887317+-77.4588111582295","37.2736562428864+-77.4197793038304",204212,7745
"38.8321346120812+-77.4251395959797","37.2736562428864+-77.4197793038304",198743,7564
"36.7466226557861+-79.9669781579516","37.2736562428864+-77.4197793038304",298367,11121
"36.6034702080325+-79.7659960270459","37.2736562428864+-77.4197793038304",271782,10329
"37.7270998007325+-76.4125500051865","37.2736562428864+-77.4197793038304",135498,6034
"36.9358121608786+-76.717548053488","37.2736562428864+-77.4197793038304",85632,3907
"36.8197281880891+-82.9808970627432","37.2736562428864+-77.4197793038304",657091,23295
"38.0209052319416+-77.3460419682516","37.2736562428864+-77.4197793038304",100059,3967
"36.8702579208009+-78.6025145987667","37.2736562428864+-77.4197793038304",146494,5850
"38.0371872159911+-77.9026807159719","37.2736562428864+-77.4197793038304",120731,4996
"37.4486988225583+-78.8716963646924","37.2736562428864+-77.4197793038304",161255,6825
"38.9360079415871+-77.1945322630057","37.2736562428864+-77.4197793038304",207242,7497
"38.9120953759263+-77.1987971521126","37.2736562428864+-77.4197793038304",203737,7286
"38.2104745500663+-77.1038814224064","37.2736562428864+-77.4197793038304",130344,5086
"38.843645875811+-77.2289237556369","37.2736562428864+-77.4197793038304",197304,6984
"38.8370366344498+-77.2033627980052","37.2736562428864+-77.4197793038304",196260,7023
"38.8028881544733+-77.2321153214439","37.2736562428864+-77.4197793038304",193704,6941
"38.8114544206437+-77.3161532575446","37.2736562428864+-77.4197793038304",190260,7037
"38.8449802057825+-77.4470271487151","37.2736562428864+-77.4197793038304",202962,7618
"38.7223149424483+-77.3039405955138","37.2736562428864+-77.4197793038304",179592,6444
"38.8739463296243+-77.1743402040145","37.2736562428864+-77.4197793038304",201901,7314
"38.8817458543809+-77.2814567358741","37.2736562428864+-77.4197793038304",205505,7365
"38.7968424569117+-77.2074112381988","37.2736562428864+-77.4197793038304",194134,6963
"38.9588213826092+-77.3945871809175","37.2736562428864+-77.4197793038304",222529,8056
"38.9275548667292+-77.1383256809813","37.2736562428864+-77.4197793038304",209233,7754
"38.9219886681392+-77.1708235263257","37.2736562428864+-77.4197793038304",206249,7547
"38.8953674391357+-77.3638734440154","37.2736562428864+-77.4197793038304",203659,7800
"38.9366139965466+-77.3545228894837","37.2736562428864+-77.4197793038304",219990,7882
"38.9202036586906+-77.2724113935588","37.2736562428864+-77.4197793038304",212128,7633
"38.7774964400273+-77.0992990969263","37.2736562428864+-77.4197793038304",198798,7128
"38.8670248359261+-77.2270168974607","37.2736562428864+-77.4197793038304",197559,7099
"38.8525351677479+-77.147173529633","37.2736562428864+-77.4197793038304",196132,7262
"38.8517893689976+-77.1846758464498","37.2736562428864+-77.4197793038304",200294,7244
"38.8509196223958+-77.1623525178696","37.2736562428864+-77.4197793038304",197458,7326
"38.7895577818686+-77.0749586523018","37.2736562428864+-77.4197793038304",197102,7034
"38.0030809493284+-78.7323076229031","37.2736562428864+-77.4197793038304",172806,6181
"38.1717352630989+-78.4235310979332","37.2736562428864+-77.4197793038304",164166,6413
"38.0850789352236+-78.3294183131403","37.2736562428864+-77.4197793038304",144180,5413
"38.0284252174396+-78.5108553502192","37.2736562428864+-77.4197793038304",152969,5454
"37.560405493445+-77.393595729871","37.2736562428864+-77.4197793038304",38568,1778
"37.593583856792+-77.4851937796443","37.2736562428864+-77.4197793038304",43054,1904
"37.5787800440517+-77.5667622216828","37.2736562428864+-77.4197793038304",46085,2087
"37.4282832477915+-77.3690411694527","37.2736562428864+-77.4197793038304",31822,1570
"37.5956365815145+-77.5022741281012","37.2736562428864+-77.4197793038304",43273,1895
"37.5269937763191+-77.3801517062821","37.2736562428864+-77.4197793038304",36746,1907
"36.8097299665626+-82.2863500677483","37.2736562428864+-77.4197793038304",569852,19678
"36.8555465049713+-81.5360421051981","37.2736562428864+-77.4197793038304",484860,16484
"37.551464710745+-76.3713672489747","37.2736562428864+-77.4197793038304",126275,5474
"38.3194782386504+-77.4276734508677","37.2736562428864+-77.4197793038304",136038,5218
