"origin","dest","dist","time"
"38.7406893505946+-77.1662425113559","37.6263977295115+-77.5182366310746",143698,5468
"38.7212856711808+-77.0522792964884","37.6263977295115+-77.5182366310746",154331,6107
"36.8371771470067+-76.4537154255308","37.6263977295115+-77.5182366310746",158994,5654
"37.0873155644577+-76.4870372090038","37.6263977295115+-77.5182366310746",122899,4558
"38.2219619089344+-77.5238344245041","37.6263977295115+-77.5182366310746",76441,3176
"36.8677216419275+-76.162656927222","37.6263977295115+-77.5182366310746",183961,6792
"38.8866867157996+-77.0878653217149","37.6263977295115+-77.5182366310746",163772,6074
"38.8837279273524+-77.1046147355223","37.6263977295115+-77.5182366310746",164364,6166
"37.4686039981842+-77.6112213297306","37.6263977295115+-77.5182366310746",29058,1440
"36.7872330671054+-76.0906470504058","37.6263977295115+-77.5182366310746",193684,7277
"38.9482165457898+-77.3986338232874","37.6263977295115+-77.5182366310746",170139,6707
"38.7519794738179+-77.2000680426169","37.6263977295115+-77.5182366310746",146091,5287
"38.8623709925404+-77.0553537333384","37.6263977295115+-77.5182366310746",162037,5930
"38.8609648093955+-77.4181397975354","37.6263977295115+-77.5182366310746",162382,6441
"38.7393752183042+-77.0986474824929","37.6263977295115+-77.5182366310746",148423,5727
"38.8296287541309+-77.215339134243","37.6263977295115+-77.5182366310746",156546,5743
"38.6398005061167+-77.3642493928865","37.6263977295115+-77.5182366310746",128982,4936
"39.0684680729688+-77.5010267128076","37.6263977295115+-77.5182366310746",202667,7394
"37.2826122002176+-79.8897856147248","37.6263977295115+-77.5182366310746",284446,9916
"36.9016004119408+-75.9914605655157","37.6263977295115+-77.5182366310746",205398,7558
"37.0509962052905+-76.3111089586141","37.6263977295115+-77.5182366310746",141767,5161
"36.8615473296017+-76.2171346234507","37.6263977295115+-77.5182366310746",180807,6562
"37.519381510023+-77.4072475042317","37.6263977295115+-77.5182366310746",19090,1277
"36.732598999501+-76.569070849142","37.6263977295115+-77.5182366310746",179083,6424
"38.8078821166537+-77.1009460825973","37.6263977295115+-77.5182366310746",159113,5859
"38.8744265047299+-77.2905011613304","37.6263977295115+-77.5182366310746",164514,6255
"37.5057045698764+-77.3222866779693","37.6263977295115+-77.5182366310746",29234,1482
"37.5702381073593+-77.4845814290881","37.6263977295115+-77.5182366310746",8194,818
"36.8497611683914+-76.0380525476698","37.6263977295115+-77.5182366310746",194863,6980
"36.908002660925+-76.1242601640745","37.6263977295115+-77.5182366310746",191127,7095
"36.9125717663101+-76.3028263322274","37.6263977295115+-77.5182366310746",172589,6495
"37.5439532279149+-77.6236978746758","37.6263977295115+-77.5182366310746",19017,1605
"37.1063593643482+-76.4456694899775","37.6263977295115+-77.5182366310746",125603,4525
"37.0554950366892+-76.4573034665357","37.6263977295115+-77.5182366310746",129063,4753
"38.9463061054468+-77.5917402848817","37.6263977295115+-77.5182366310746",178479,7317
"36.7548570532878+-76.5584811045834","37.6263977295115+-77.5182366310746",178621,6285
"37.0165545379564+-76.3644839187037","37.6263977295115+-77.5182366310746",136258,4936
"37.1472542913504+-76.5214079901214","37.6263977295115+-77.5182366310746",114357,4197
