"origin","dest","dist","time"
"36.7923992456352+-76.1384974127322","38.7791641189648+-77.0703295936904",335489,11662
"36.7719677116297+-76.194692144364","38.7791641189648+-77.0703295936904",329977,11414
"38.8261503617671+-78.2591236621618","38.7791641189648+-77.0703295936904",128653,5332
"38.9370490295711+-78.1565469063534","38.7791641189648+-77.0703295936904",115107,4381
"38.2834408255261+-78.5284327842014","38.7791641189648+-77.0703295936904",177281,7483
"38.6261202265582+-78.4186608599104","38.7791641189648+-77.0703295936904",159767,6575
"38.5208395861482+-78.5756673595554","38.7791641189648+-77.0703295936904",180684,7478
"38.991085973324+-78.182650659438","38.7791641189648+-77.0703295936904",121430,4626
"36.8391351684312+-76.3533957438506","38.7791641189648+-77.0703295936904",305527,10432
"36.8434848396431+-76.3101671207337","38.7791641189648+-77.0703295936904",309583,10577
"36.829595031972+-76.3348678253256","38.7791641189648+-77.0703295936904",309134,10538
"36.8252764942229+-76.3553763031243","38.7791641189648+-77.0703295936904",307179,10630
"36.8031067578301+-76.3140556918122","38.7791641189648+-77.0703295936904",314030,10877
"36.7997268664235+-76.3402881265336","38.7791641189648+-77.0703295936904",313695,10743
"36.8091528474564+-76.3454878847369","38.7791641189648+-77.0703295936904",312792,10675
"36.8146391797861+-76.2321778167636","38.7791641189648+-77.0703295936904",318753,11105
"36.8113339382907+-76.2637791276267","38.7791641189648+-77.0703295936904",317121,10959
"36.7730170829463+-76.2650315476284","38.7791641189648+-77.0703295936904",321418,11021
"36.7065952341128+-76.2574757152694","38.7791641189648+-77.0703295936904",324939,11346
"36.7130952428851+-76.208254328157","38.7791641189648+-77.0703295936904",331425,11313
"36.6658672152305+-76.4219854812476","38.7791641189648+-77.0703295936904",328105,11302
"36.7220429137467+-76.2708248295104","38.7791641189648+-77.0703295936904",323465,11245
"36.6975193794462+-76.2200792916961","38.7791641189648+-77.0703295936904",331655,11356
"36.9351053644668+-82.8016789570406","38.7791641189648+-77.0703295936904",689697,24781
"36.8687443269431+-82.7024672408722","38.7791641189648+-77.0703295936904",679711,24016
"36.9880158090043+-82.6829184320429","38.7791641189648+-77.0703295936904",678546,24129
"36.9500062279719+-82.4980766731791","38.7791641189648+-77.0703295936904",656431,23107
"36.9578183312165+-82.558861821603","38.7791641189648+-77.0703295936904",660485,23119
"36.9335088597547+-82.355151747136","38.7791641189648+-77.0703295936904",638746,22258
"37.2793161550244+-76.6591511704432","38.7791641189648+-77.0703295936904",238387,8149
"37.1701449299695+-76.4931613267323","38.7791641189648+-77.0703295936904",261576,9054
"37.2059093813205+-76.4514968638462","38.7791641189648+-77.0703295936904",262092,9017
"39.0474425108584+-77.797473518354","38.7791641189648+-77.0703295936904",102815,4270
"39.2012917630255+-77.5557327387258","38.7791641189648+-77.0703295936904",85764,3660
"39.1343480879225+-77.5714754772333","38.7791641189648+-77.0703295936904",77721,3285
"37.2800454945758+-76.7276223220977","38.7791641189648+-77.0703295936904",236804,8174
"37.006500333845+-76.3636529196611","38.7791641189648+-77.0703295936904",279283,9492
"37.0768220328482+-76.3212838316685","38.7791641189648+-77.0703295936904",282099,9827
"37.050811462643+-76.4132885715362","38.7791641189648+-77.0703295936904",274234,9394
"37.008796926055+-76.3853263336284","38.7791641189648+-77.0703295936904",277441,9387
"37.0812050061014+-76.2916558928192","38.7791641189648+-77.0703295936904",284714,9951
"37.5514911111905+-77.1525820629034","38.7791641189648+-77.0703295936904",184991,6498
