"origin","dest","dist","time"
"38.0386516793081+-76.6461227754617","38.8848944419032+-77.1976612389723",172149,7541
"38.1140475933448+-76.6650382262997","38.8848944419032+-77.1976612389723",168557,7369
"38.2347664719123+-77.0074305545609","38.8848944419032+-77.1976612389723",113737,5514
"36.8283942475707+-75.996599559317","38.8848944419032+-77.1976612389723",345963,11992
"37.3228115129121+-78.8804026488399","38.8848944419032+-77.1976612389723",293534,11781
"37.136666794982+-78.6857918917712","38.8848944419032+-77.1976612389723",310827,11657
"36.6329560257301+-77.7860540300657","38.8848944419032+-77.1976612389723",292579,10702
"36.7315123431285+-78.982104116448","38.8848944419032+-77.1976612389723",349861,13358
"38.2231354521561+-77.5886034927286","38.8848944419032+-77.1976612389723",98623,4225
"37.672360687182+-77.6862540415968","38.8848944419032+-77.1976612389723",177717,6377
"37.594818988324+-77.8955405904102","38.8848944419032+-77.1976612389723",207258,7582
"37.5125669042548+-77.9099837386621","38.8848944419032+-77.1976612389723",215698,7846
"38.1835611349687+-78.1357791810463","38.8848944419032+-77.1976612389723",135868,5877
"38.2252372570316+-78.0100507298806","38.8848944419032+-77.1976612389723",131625,5558
"36.7282433218386+-76.6000408333507","38.8848944419032+-77.1976612389723",303000,11325
"36.7207902135607+-76.5959709789739","38.8848944419032+-77.1976612389723",327034,11415
"36.6178168050794+-80.6821991371345","38.8848944419032+-77.1976612389723",507782,17100
"36.6645224684299+-80.7724303857755","38.8848944419032+-77.1976612389723",499443,17008
"37.6239806702829+-77.3176098610454","38.8848944419032+-77.1976612389723",167918,6119
"37.1490326940252+-76.5597955203368","38.8848944419032+-77.1976612389723",260442,8997
"38.1915775973694+-77.5398154538376","38.8848944419032+-77.1976612389723",94402,3860
"37.9329592037355+-78.8181621807162","38.8848944419032+-77.1976612389723",208451,9096
"37.9210802816782+-78.8990023973027","38.8848944419032+-77.1976612389723",223107,9575
"38.7680555648435+-77.1931028275012","38.8848944419032+-77.1976612389723",18901,1147
"38.8972954004961+-77.4669535796965","38.8848944419032+-77.1976612389723",30779,1542
"38.8889318750602+-77.391949844323","38.8848944419032+-77.1976612389723",21893,1108
"38.878732387915+-77.3766012129134","38.8848944419032+-77.1976612389723",19665,1051
"38.8307755922734+-77.3098952833711","38.8848944419032+-77.1976612389723",16989,1313
"37.5414732238548+-78.977628769305","38.8848944419032+-77.1976612389723",258589,10805
"38.0043160320241+-78.2201724750433","38.8848944419032+-77.1976612389723",160558,7038
"37.0061493025727+-80.9648022112623","38.8848944419032+-77.1976612389723",471769,16101
"38.1099035843762+-78.0548062576388","38.8848944419032+-77.1976612389723",144805,6304
"38.4639382786263+-78.0139427248665","38.8848944419032+-77.1976612389723",104383,4376
"37.285126284696+-79.9466066338371","38.8848944419032+-77.1976612389723",370804,12433
"37.307304254767+-80.0063230783085","38.8848944419032+-77.1976612389723",365823,12248
"36.9732793637706+-81.2258057097263","38.8848944419032+-77.1976612389723",493303,17042
"37.3853894585508+-79.2127805818889","38.8848944419032+-77.1976612389723",286101,11589
"37.2232794145545+-76.7655790235857","38.8848944419032+-77.1976612389723",247560,8684
"37.2655591362633+-76.7846767051261","38.8848944419032+-77.1976612389723",243066,8479
"36.9705269650239+-76.546425737195","38.8848944419032+-77.1976612389723",291459,10340
"36.6248592098518+-82.0787865331737","38.8848944419032+-77.1976612389723",578353,19284
"37.5059870973771+-76.8819056733703","38.8848944419032+-77.1976612389723",212359,7286
"38.6157784020886+-78.7393952579127","38.8848944419032+-77.1976612389723",175594,6181
"38.5931679128956+-78.788587726313","38.8848944419032+-77.1976612389723",183305,6397
"37.2272972308132+-80.1439215188032","38.8848944419032+-77.1976612389723",385668,13192
"38.8150934471388+-77.0505331583438","38.8848944419032+-77.1976612389723",27914,1541
"38.805160223241+-77.1359319948166","38.8848944419032+-77.1976612389723",19981,1156
"38.8241516467888+-77.1349916113798","38.8848944419032+-77.1976612389723",11528,1279
"38.8413148304455+-77.0679207470597","38.8848944419032+-77.1976612389723",17377,1556
"37.2544782650768+-75.8764844347972","38.8848944419032+-77.1976612389723",NA,NA
"37.2804827360724+-75.9865618274311","38.8848944419032+-77.1976612389723",384143,13749
"37.7163977639819+-79.5821176061143","38.8848944419032+-77.1976612389723",308395,10868
"36.7211909313905+-83.0270467401079","38.8848944419032+-77.1976612389723",681800,23740
"38.0286495492204+-77.5539839141085","38.8848944419032+-77.1976612389723",119837,4698
"37.3964182707578+-76.3471635921941","38.8848944419032+-77.1976612389723",242654,10187
"37.474736356441+-77.4612209429807","38.8848944419032+-77.1976612389723",181854,6652
"37.5669236451348+-77.4639216603271","38.8848944419032+-77.1976612389723",164593,5958
"37.5321786425058+-77.4243267138406","38.8848944419032+-77.1976612389723",170125,6123
"37.5116333116423+-77.5132990991269","38.8848944419032+-77.1976612389723",174525,6299
"37.4257805963933+-77.2593990236781","38.8848944419032+-77.1976612389723",194956,6857
"38.0596899098172+-78.5863729792858","38.8848944419032+-77.1976612389723",178728,7745
"36.7899153636296+-81.5156121324326","38.8848944419032+-77.1976612389723",528653,17957
"36.6996784633102+-78.0761729521866","38.8848944419032+-77.1976612389723",300334,10301
"37.5910850161076+-77.4236314944696","38.8848944419032+-77.1976612389723",163784,6036
"37.1537910601732+-78.0614986808057","38.8848944419032+-77.1976612389723",252805,9760
"36.6722740711053+-79.9247292200158","38.8848944419032+-77.1976612389723",454116,16050
"38.8081072088208+-77.348620615309","38.8848944419032+-77.1976612389723",26696,1321
"38.9478499486938+-77.3844532539275","38.8848944419032+-77.1976612389723",23702,1359
"39.0640156484717+-77.9378500483885","38.8848944419032+-77.1976612389723",94337,3705
"38.4948591210558+-77.5413335429096","38.8848944419032+-77.1976612389723",74320,3523
"36.7111474197947+-79.9215234134094","38.8848944419032+-77.1976612389723",449235,15687
"38.2569445271597+-77.5431714686729","38.8848944419032+-77.1976612389723",86456,3741
"36.6319785842344+-83.4499509437983","38.8848944419032+-77.1976612389723",720701,25171
"38.0272804953636+-78.0106587754028","38.8848944419032+-77.1976612389723",152667,6437
"38.8525837027675+-77.2571204806673","38.8848944419032+-77.1976612389723",9073,792
"38.8743354540615+-77.3975485907489","38.8848944419032+-77.1976612389723",21341,1146
"38.8378445445898+-77.3710578035804","38.8848944419032+-77.1976612389723",22738,1185
"38.7862311068019+-77.2031573416314","38.8848944419032+-77.1976612389723",18350,1247
"38.8294049506681+-77.2756964622899","38.8848944419032+-77.1976612389723",14422,1115
"39.0166559539397+-77.3282853184781","38.8848944419032+-77.1976612389723",24233,1638
"38.9281320353518+-77.3430443974555","38.8848944419032+-77.1976612389723",21798,1375
"38.7564987569352+-77.1106745031437","38.8848944419032+-77.1976612389723",24031,1599
"38.8412262256698+-77.1942235147123","38.8848944419032+-77.1976612389723",7221,827
"38.8065642021937+-77.1713147520339","38.8848944419032+-77.1976612389723",16831,960
"38.73209448369+-77.214000735869","38.8848944419032+-77.1976612389723",25413,1371
"38.0799042446524+-78.5031697756647","38.8848944419032+-77.1976612389723",168712,7132
"38.0516017744919+-78.4214194531448","38.8848944419032+-77.1976612389723",171771,7313
"38.053327486209+-78.7063174357742","38.8848944419032+-77.1976612389723",194956,8171
"37.0899157247563+-77.3167387651133","38.8848944419032+-77.1976612389723",226244,8116
"36.9137944901911+-79.3768276773479","38.8848944419032+-77.1976612389723",342963,13538
"39.0252327452621+-77.5548680286195","38.8848944419032+-77.1976612389723",46717,2607
"38.9476149263145+-77.5353411159799","38.8848944419032+-77.1976612389723",40399,2091
"38.9925352502935+-77.4046949358377","38.8848944419032+-77.1976612389723",33692,1827
"38.7558786627789+-77.5368289626584","38.8848944419032+-77.1976612389723",42953,2008
"37.6587516793147+-77.3595483045148","38.8848944419032+-77.1976612389723",161907,5906
"38.8935801353145+-77.108677694139","38.8848944419032+-77.1976612389723",13862,867
"37.1949442082228+-80.4229788929519","38.8848944419032+-77.1976612389723",416338,14111
"36.8445220323069+-76.4961017899148","38.8848944419032+-77.1976612389723",308259,10691
"37.2623512424319+-79.0112057948435","38.8848944419032+-77.1976612389723",297852,12145
"38.8137186193285+-77.4386957975342","38.8848944419032+-77.1976612389723",29173,1532
"38.8447286013631+-77.4172986339251","38.8848944419032+-77.1976612389723",25920,1307
"37.0170294307471+-79.6857985344042","38.8848944419032+-77.1976612389723",367260,14672
"38.4492615518391+-77.3443445469395","38.8848944419032+-77.1976612389723",61309,2835
