"origin","dest","dist","time"
"36.786429487689+-76.1174605514111","38.9126945103994+-77.2586326337918",343974,12281
"36.8008908626523+-76.1471110861248","38.9126945103994+-77.2586326337918",341188,12062
"37.2616603435983+-79.9476566987685","38.9126945103994+-77.2586326337918",368784,12747
"37.2637540232777+-79.9214011796506","38.9126945103994+-77.2586326337918",369106,12713
"36.8121776155403+-76.2525249382489","38.9126945103994+-77.2586326337918",329010,11510
"36.6108981674995+-76.3031361337873","38.9126945103994+-77.2586326337918",345289,12439
"36.7613355379758+-76.3535730352575","38.9126945103994+-77.2586326337918",323237,10980
"36.6591501488681+-76.2166599583139","38.9126945103994+-77.2586326337918",347084,12059
"37.6446705197745+-77.8794934023749","38.9126945103994+-77.2586326337918",209851,7608
"39.3435533739388+-78.2708375441432","38.9126945103994+-77.2586326337918",125386,5869
"37.1096093256009+-80.6814424030488","38.9126945103994+-77.2586326337918",433962,14885
"37.1307623456764+-80.7637495657464","38.9126945103994+-77.2586326337918",441852,15403
"36.9787833961008+-80.6500685399637","38.9126945103994+-77.2586326337918",451306,16047
"37.4467325226301+-79.1059481758834","38.9126945103994+-77.2586326337918",262566,11003
"37.4744470448902+-79.107463945766","38.9126945103994+-77.2586326337918",261065,10834
"37.2318638477581+-76.7210154186626","38.9126945103994+-77.2586326337918",253433,8991
"37.3253202030741+-80.0121832525096","38.9126945103994+-77.2586326337918",363544,12459
"37.1822641703242+-79.958381736096","38.9126945103994+-77.2586326337918",381989,13296
"37.1295248333847+-78.9264934268741","38.9126945103994+-77.2586326337918",306132,12832
"37.3507173806531+-80.1278365738613","38.9126945103994+-77.2586326337918",373707,13003
"38.4725620511809+-78.7796967825009","38.9126945103994+-77.2586326337918",186214,6877
"38.3919503998624+-78.7615740663149","38.9126945103994+-77.2586326337918",181146,8476
"37.3506887382257+-79.2869838251788","38.9126945103994+-77.2586326337918",293377,12023
"37.3029963591198+-79.714787073448","38.9126945103994+-77.2586326337918",355909,13266
"37.2088069902081+-81.4080437038842","38.9126945103994+-77.2586326337918",543653,18899
"37.1559103573548+-81.7312899977372","38.9126945103994+-77.2586326337918",588032,20841
"38.2046792747131+-78.8404669257334","38.9126945103994+-77.2586326337918",227133,8219
"38.9237776908767+-78.2056796829901","38.9126945103994+-77.2586326337918",99407,4069
"38.9250158795307+-78.1900998392774","38.9126945103994+-77.2586326337918",93062,3916
"38.7128868113077+-78.486989988383","38.9126945103994+-77.2586326337918",135850,5861
"38.5493262914212+-77.6275492334413","38.9126945103994+-77.2586326337918",70382,3670
"38.8724478769299+-78.1691743532596","38.9126945103994+-77.2586326337918",98181,4168
"37.3994661775966+-79.1833240804878","38.9126945103994+-77.2586326337918",276257,11511
"38.518119701399+-78.1119765743458","38.9126945103994+-77.2586326337918",101629,4953
"38.4925568302997+-77.9668623169925","38.9126945103994+-77.2586326337918",91893,4229
"36.7386236222364+-76.5826464612477","38.9126945103994+-77.2586326337918",309578,11640
"37.425516366658+-79.8294407744561","38.9126945103994+-77.2586326337918",341055,11698
"37.0473606266813+-77.9306259681932","38.9126945103994+-77.2586326337918",268072,10325
"36.7659147541774+-76.2392552258765","38.9126945103994+-77.2586326337918",335967,11657
"37.1187143369828+-76.4862214468545","38.9126945103994+-77.2586326337918",272826,9357
"37.1654817503263+-76.564306177715","38.9126945103994+-77.2586326337918",264975,9123
"36.7219623728877+-76.5710503037481","38.9126945103994+-77.2586326337918",332312,11555
"36.8759222216493+-76.3178567262429","38.9126945103994+-77.2586326337918",324647,11532
"37.539099892521+-77.451264315303","38.9126945103994+-77.2586326337918",176027,6489
"36.6042124733555+-76.8308122853861","38.9126945103994+-77.2586326337918",312035,11518
"36.8657003926439+-76.2874121599006","38.9126945103994+-77.2586326337918",321484,11317
"36.7549165910854+-76.6324128929113","38.9126945103994+-77.2586326337918",306065,11392
"37.2331260526427+-79.9560815262687","38.9126945103994+-77.2586326337918",373302,12934
"37.2896697998076+-79.9020935537794","38.9126945103994+-77.2586326337918",359762,12529
"37.0900624132311+-76.3616337579234","38.9126945103994+-77.2586326337918",289502,10151
"37.0770667836603+-76.391924052161","38.9126945103994+-77.2586326337918",286108,9958
"37.194560588348+-80.5473115664095","38.9126945103994+-77.2586326337918",428466,15195
"39.2691851138417+-77.6983396639818","38.9126945103994+-77.2586326337918",69196,3308
"39.0946234418034+-77.6477688079649","38.9126945103994+-77.2586326337918",48198,2401
"39.0535172868452+-77.5251025767673","38.9126945103994+-77.2586326337918",34906,1886
"39.057237918181+-77.4281558867451","38.9126945103994+-77.2586326337918",25957,1803
"39.0509629374927+-77.3739496466984","38.9126945103994+-77.2586326337918",22712,1499
"39.0537754451535+-77.3529066253111","38.9126945103994+-77.2586326337918",22719,1593
"39.0254166189446+-77.3787926452527","38.9126945103994+-77.2586326337918",19752,1368
